Compartment,Shelf,Item,Expected Qty,Actual Qty,Status,Notes / Action Required
Front — Hose Bays & Crosslays,Trash line · Crosslays · Rear skid loads · ⚠️ No front intake,100 ft Trash Line — Preconnected,1,,,
Front — Hose Bays & Crosslays,Trash line · Crosslays · Rear skid loads · ⚠️ No front intake,"1¾"" Crosslays — 200 ft ×2, Both Preconnected",1,,,
Engineer's Compartment,Left top · Right top · Middle · Bottom,Towels,1,,,
Engineer's Compartment,Left top · Right top · Middle · Bottom,30-Degree Storz Adapter,1,,,
Engineer's Compartment,Left top · Right top · Middle · Bottom,Pickup Tubes for Foam/Gel,1,,,
Engineer's Compartment,Left top · Right top · Middle · Bottom,Reducers — Multiple Sizes,1,,,
Engineer's Compartment,Left top · Right top · Middle · Bottom,Duct Tape,1,,,
Engineer's Compartment,Left top · Right top · Middle · Bottom,SCBA — Self-Contained Breathing Apparatus,1,,,
Engineer's Compartment,Left top · Right top · Middle · Bottom,Extra Air Bottle,1,,,
Engineer's Compartment,Left top · Right top · Middle · Bottom,Foam Nozzle — 125 GPM (Orange),1,,,
Engineer's Compartment,Left top · Right top · Middle · Bottom,Chief Eductor (Foam Eductor),1,,,
Engineer's Compartment,Left top · Right top · Middle · Bottom,"Gated Wye — 2½"" to (2) 1½""",1,,,
Engineer's Compartment,Left top · Right top · Middle · Bottom,Fog Nozzles ×2,1,,,
Engineer's Compartment,Left top · Right top · Middle · Bottom,"Rope to Move Charged 5"" Hose",1,,,
Engineer's Compartment,Left top · Right top · Middle · Bottom,"Adaptors — M2M, F2F, CFD, 2½""→1¾""",1,,,
Engineer's Compartment,Left top · Right top · Middle · Bottom,Eye Protection,1,,,
Engineer's Compartment,Left top · Right top · Middle · Bottom,Hydrant Bag,1,,,
Engineer's Compartment,Left top · Right top · Middle · Bottom,Gate Valve,1,,,
Engineer's Compartment,Left top · Right top · Middle · Bottom,"30 ft of 5"" Hose",1,,,
Engineer's Compartment,Left top · Right top · Middle · Bottom,Smooth Bore Nozzles,1,,,
Middle Compartment — Driver's Side,Hand tools · Nozzles · Entry tools · Deck gun,3 Air Tanks,1,,,
Middle Compartment — Driver's Side,Hand tools · Nozzles · Entry tools · Deck gun,Quartz Light (Side-Mounted),1,,,
Middle Compartment — Driver's Side,Hand tools · Nozzles · Entry tools · Deck gun,Deck Gun Ground Mount,1,,,
Middle Compartment — Driver's Side,Hand tools · Nozzles · Entry tools · Deck gun,Deck Gun Nozzle,1,,,
Middle Compartment — Driver's Side,Hand tools · Nozzles · Entry tools · Deck gun,Halligan Bar,1,,,
Middle Compartment — Driver's Side,Hand tools · Nozzles · Entry tools · Deck gun,Halligan with Gas Turn Off,1,,,
Middle Compartment — Driver's Side,Hand tools · Nozzles · Entry tools · Deck gun,Pickhead Axe / Fire Axe (×2 — Standard + Red),1,,,
Middle Compartment — Driver's Side,Hand tools · Nozzles · Entry tools · Deck gun,Flat Head Axe,1,,,
Middle Compartment — Driver's Side,Hand tools · Nozzles · Entry tools · Deck gun,Sledgehammer / Maul,1,,,
Middle Compartment — Driver's Side,Hand tools · Nozzles · Entry tools · Deck gun,Officer's Tool / Pry Axe,1,,,
Middle Compartment — Driver's Side,Hand tools · Nozzles · Entry tools · Deck gun,K-Tool,1,,,
Middle Compartment — Driver's Side,Hand tools · Nozzles · Entry tools · Deck gun,Cellar Nozzle,1,,,
Middle Compartment — Driver's Side,Hand tools · Nozzles · Entry tools · Deck gun,Piercing Nozzle,1,,,
Middle Compartment — Driver's Side,Hand tools · Nozzles · Entry tools · Deck gun,Fan Hanger,1,,,
Middle Compartment — Driver's Side,Hand tools · Nozzles · Entry tools · Deck gun,Fire Tape,1,,,
Rear Compartment — Driver's Side,10KW Generator · Power tools · Lighting · Ventilation fan,10KW Generator,1,,,
Rear Compartment — Driver's Side,10KW Generator · Power tools · Lighting · Ventilation fan,200 ft Roll of Electrical Cord,1,,,
Rear Compartment — Driver's Side,10KW Generator · Power tools · Lighting · Ventilation fan,B Post Cover,1,,,
Rear Compartment — Driver's Side,10KW Generator · Power tools · Lighting · Ventilation fan,Lights (Scene Lights),1,,,
Rear Compartment — Driver's Side,10KW Generator · Power tools · Lighting · Ventilation fan,Reciprocating Saw (Sawzall),1,,,
Rear Compartment — Driver's Side,10KW Generator · Power tools · Lighting · Ventilation fan,Ventilation Fan,1,,,
Rear Compartment — Driver's Side,10KW Generator · Power tools · Lighting · Ventilation fan,Plug Adaptors (110V Compatible),1,,,
Rear Compartment — Driver's Side,10KW Generator · Power tools · Lighting · Ventilation fan,Cribbing,1,,,
Rear Compartment — Driver's Side,10KW Generator · Power tools · Lighting · Ventilation fan,Small Step Ladder,1,,,
First Compartment — Officer's Side,Water rescue · Foam · Supply hose · Coping tool,Akron Coping Tool (Hose Hoist),1,,,
First Compartment — Officer's Side,Water rescue · Foam · Supply hose · Coping tool,Utility Rope — 100 ft,1,,,
First Compartment — Officer's Side,Water rescue · Foam · Supply hose · Coping tool,Spare Battery,1,,,
First Compartment — Officer's Side,Water rescue · Foam · Supply hose · Coping tool,Synching Rescue Collar,1,,,
First Compartment — Officer's Side,Water rescue · Foam · Supply hose · Coping tool,Mustang Suit,1,,,
First Compartment — Officer's Side,Water rescue · Foam · Supply hose · Coping tool,Water Helmet,1,,,
First Compartment — Officer's Side,Water rescue · Foam · Supply hose · Coping tool,Water Rescue Rope,1,,,
First Compartment — Officer's Side,Water rescue · Foam · Supply hose · Coping tool,Manual Pump Can (Silver Bullet),1,,,
First Compartment — Officer's Side,Water rescue · Foam · Supply hose · Coping tool,Gel Foam,1,,,
First Compartment — Officer's Side,Water rescue · Foam · Supply hose · Coping tool,Oil Dry (Kitty Litter),1,,,
First Compartment — Officer's Side,Water rescue · Foam · Supply hose · Coping tool,Life Vests (×multiple),1,,,
First Compartment — Officer's Side,Water rescue · Foam · Supply hose · Coping tool,"50 ft of 5"" Hose (Second Section)",1,,,
Middle Compartment — Officer's Side,Hand tools · Forcible entry,Small Bolt Cutter,1,,,
Middle Compartment — Officer's Side,Hand tools · Forcible entry,Pig Tool,1,,,
Middle Compartment — Officer's Side,Hand tools · Forcible entry,Sledgehammer / Maul,1,,,
Middle Compartment — Officer's Side,Hand tools · Forcible entry,Pick Head / Fire Axe,1,,,
Middle Compartment — Officer's Side,Hand tools · Forcible entry,Halligan Bar (Officer Side),1,,,
Middle Compartment — Officer's Side,Hand tools · Forcible entry,Flat Head Axe (Officer Side),1,,,
Rear Compartment — Officer's Side,Extinguishers · High Rise · Salvage · Decon,Silver Bullet — Pressurized Water,1,,,
Rear Compartment — Officer's Side,Extinguishers · High Rise · Salvage · Decon,ABC Dry Chemical Extinguisher,1,,,
Rear Compartment — Officer's Side,Extinguishers · High Rise · Salvage · Decon,CO₂ Extinguisher,1,,,
Rear Compartment — Officer's Side,Extinguishers · High Rise · Salvage · Decon,High Rise Pack,1,,,
Rear Compartment — Officer's Side,Extinguishers · High Rise · Salvage · Decon,High Rise Bag,1,,,
Rear Compartment — Officer's Side,Extinguishers · High Rise · Salvage · Decon,Tarps,1,,,
Rear Compartment — Officer's Side,Extinguishers · High Rise · Salvage · Decon,Blanket,1,,,
Rear Compartment — Officer's Side,Extinguishers · High Rise · Salvage · Decon,Tool Box,1,,,
Rear Compartment — Officer's Side,Extinguishers · High Rise · Salvage · Decon,2 Shovels — Scoop & Spade,1,,,
Rear Compartment — Officer's Side,Extinguishers · High Rise · Salvage · Decon,Decontamination Buckets and Soap,1,,,
Rear of Engine,Ladders · Hurst Combi · Ram · Backboards · Hose,Hose Load Record — Clipboard,1,,,
Rear of Engine,Ladders · Hurst Combi · Ram · Backboards · Hose,10 ft Folding Ladder,1,,,
Rear of Engine,Ladders · Hurst Combi · Ram · Backboards · Hose,24 ft Extension Ladder,1,,,
Rear of Engine,Ladders · Hurst Combi · Ram · Backboards · Hose,14 ft Roof Ladder,1,,,
Rear of Engine,Ladders · Hurst Combi · Ram · Backboards · Hose,6 ft Pike Poles ×2 (Top of Ladder Compartment),1,,,
Rear of Engine,Ladders · Hurst Combi · Ram · Backboards · Hose,2 Backboards,1,,,
Rear of Engine,Ladders · Hurst Combi · Ram · Backboards · Hose,Hurst Combi Tool — Cuts AND Spreads,1,,,
Rear of Engine,Ladders · Hurst Combi · Ram · Backboards · Hose,Ram Jam + Braces for Ram Tool,1,,,
Rear of Engine,Ladders · Hurst Combi · Ram · Backboards · Hose,Pry Tool + Pry Bar,1,,,
Rear of Engine,Ladders · Hurst Combi · Ram · Backboards · Hose,2 Shovels — Scoop & Pointed (Rear),1,,,
Cab Compartment,AED · Gas monitors · TIC · OB kit · Medic bag · Comms,AED — Automated External Defibrillator,1,,,
Cab Compartment,AED · Gas monitors · TIC · OB kit · Medic bag · Comms,Medic Bag,1,,,
Cab Compartment,AED · Gas monitors · TIC · OB kit · Medic bag · Comms,OB Kit — Obstetrics Kit,1,,,
Cab Compartment,AED · Gas monitors · TIC · OB kit · Medic bag · Comms,2 Face Pieces — Large & Medium,1,,,
Cab Compartment,AED · Gas monitors · TIC · OB kit · Medic bag · Comms,Extra Gloves,1,,,
Cab Compartment,AED · Gas monitors · TIC · OB kit · Medic bag · Comms,4-Gas Monitor,1,,,
Cab Compartment,AED · Gas monitors · TIC · OB kit · Medic bag · Comms,Gas Trac (Methane / HCN Meter),1,,,
Cab Compartment,AED · Gas monitors · TIC · OB kit · Medic bag · Comms,TIC — Thermal Imaging Camera,1,,,
Cab Compartment,AED · Gas monitors · TIC · OB kit · Medic bag · Comms,Hot Stick,1,,,
Cab Compartment,AED · Gas monitors · TIC · OB kit · Medic bag · Comms,Knox Box Key,1,,,
Cab Compartment,AED · Gas monitors · TIC · OB kit · Medic bag · Comms,Battery Chargers,1,,,
Cab Compartment,AED · Gas monitors · TIC · OB kit · Medic bag · Comms,Caution Tape,1,,,
Cab Compartment,AED · Gas monitors · TIC · OB kit · Medic bag · Comms,Fire Wipes,1,,,
Cab Compartment,AED · Gas monitors · TIC · OB kit · Medic bag · Comms,Vests,1,,,
Cab Compartment,AED · Gas monitors · TIC · OB kit · Medic bag · Comms,Water Bottles,1,,,
E60 Shift Rig Check — Checklist,Walk it every shift · Sign off · Own your rig,Hose Bays,1,,,
E60 Shift Rig Check — Checklist,Walk it every shift · Sign off · Own your rig,Engineer's Compartment,1,,,
E60 Shift Rig Check — Checklist,Walk it every shift · Sign off · Own your rig,Middle Compartment — Driver's Side,1,,,
E60 Shift Rig Check — Checklist,Walk it every shift · Sign off · Own your rig,Rear Compartment — Driver's Side,1,,,
E60 Shift Rig Check — Checklist,Walk it every shift · Sign off · Own your rig,First Compartment — Officer's Side,1,,,
E60 Shift Rig Check — Checklist,Walk it every shift · Sign off · Own your rig,Middle Compartment — Officer's Side,1,,,
E60 Shift Rig Check — Checklist,Walk it every shift · Sign off · Own your rig,Rear Compartment — Officer's Side,1,,,
E60 Shift Rig Check — Checklist,Walk it every shift · Sign off · Own your rig,Rear of Engine,1,,,
E60 Shift Rig Check — Checklist,Walk it every shift · Sign off · Own your rig,Cab Compartment,1,,,
E60 Unique Items — What Makes This Rig Different,Items specific to E60 or not on all engines,E60 vs. Other Engines — Key Differences at a Glance,1,,,
